"","bin","completeness","contamination","GC","lineage","N50","size","binner","score","classification","fastani_reference","fastani_reference_radius","fastani_taxonomy","fastani_ani","fastani_af","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references.genome_id.species_name.radius.ANI.AF.","msa_percent","translation_table","red_value","warnings","Domain","Phylum","Class","Order","Family","Genus","Species","bestClassification","bestClassificationRank","sample","Name","Type","Location","Niche","LocaNiche","location.and.niche","Micro.niche","count16S","status16S","classification16S","classification16S.DB","classification16S.rank1","classification16S.rank2","classification16S.rank3","classification16S.rank4","classification16S.rank5","classification16S.rank6","classification16S.rank7","classification16S.rank8","LR_sed_top_R1.fastq.Relative.Abundance....","LR_sed_top_R1.fastq.Mean","LR_sed_top_R1.fastq.Variance","LR_sed_top_R1.fastq.RPKM","LR_sed_top_R1.fastq.TPM","LR_sed_bottom_R1.fastq.Relative.Abundance....","LR_sed_bottom_R1.fastq.Mean","LR_sed_bottom_R1.fastq.Variance","LR_sed_bottom_R1.fastq.RPKM","LR_sed_bottom_R1.fastq.TPM","AB2_sed_top_R1.fastq.Relative.Abundance....","AB2_sed_top_R1.fastq.Mean","AB2_sed_top_R1.fastq.Variance","AB2_sed_top_R1.fastq.RPKM","AB2_sed_top_R1.fastq.TPM","AB2_sed_bottom_R1.fastq.Relative.Abundance....","AB2_sed_bottom_R1.fastq.Mean","AB2_sed_bottom_R1.fastq.Variance","AB2_sed_bottom_R1.fastq.RPKM","AB2_sed_bottom_R1.fastq.TPM","AB2_mat_1_R1.fastq.Relative.Abundance....","AB2_mat_1_R1.fastq.Mean","AB2_mat_1_R1.fastq.Variance","AB2_mat_1_R1.fastq.RPKM","AB2_mat_1_R1.fastq.TPM","AB2_mat_2_R1.fastq.Relative.Abundance....","AB2_mat_2_R1.fastq.Mean","AB2_mat_2_R1.fastq.Variance","AB2_mat_2_R1.fastq.RPKM","AB2_mat_2_R1.fastq.TPM","AB2_wall_1_R1.fastq.Relative.Abundance....","AB2_wall_1_R1.fastq.Mean","AB2_wall_1_R1.fastq.Variance","AB2_wall_1_R1.fastq.RPKM","AB2_wall_1_R1.fastq.TPM","AB2_wall_2_R1.fastq.Relative.Abundance....","AB2_wall_2_R1.fastq.Mean","AB2_wall_2_R1.fastq.Variance","AB2_wall_2_R1.fastq.RPKM","AB2_wall_2_R1.fastq.TPM","AB2_WF_1_R1.fastq.Relative.Abundance....","AB2_WF_1_R1.fastq.Mean","AB2_WF_1_R1.fastq.Variance","AB2_WF_1_R1.fastq.RPKM","AB2_WF_1_R1.fastq.TPM","LR_WF_2_R1.fastq.Relative.Abundance....","LR_WF_2_R1.fastq.Mean","LR_WF_2_R1.fastq.Variance","LR_WF_2_R1.fastq.RPKM","LR_WF_2_R1.fastq.TPM"
"AB2_WF_1_bin.11","AB2_WF_1_bin.11",86.34,3.089,0.436,"Proteobacteria",7172,1531393,"binsABC",21.1151870873074,"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__UBA6016;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__UBA6016;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_002428055.1, s__UBA6016 sp002428055, 95.0, 83.43, 0.73; GCA_022729705.1, s__UBA6016 sp022729705, 95.0, 79.46, 0.466; GCA_022758985.1, s__UBA6016 sp022758985, 95.0, 79.33, 0.41",72.85,11,"0.94397","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","UBA6016","UBA6016","","UBA6016","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005295662,0.3048779,1.0888726,0.02656885,86.72321,0.0035233465,0.2034696,0.8183721,0.01701366,55.843506,0,0,0,0,0,0,0,0,0,0,0.06251796,12.171407,160.52849,1.1090223,1475.7097,0.027871259,4.425404,51.720894,0.6711952,857.6065
"AB2_WF_1_bin.13","AB2_WF_1_bin.13",95.73,0.473,0.621,"Betaproteobacteria",99239,2254999,"binsA",64.989816700611,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",87.27,11,"0.86265","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","","","Thiobacillaceae","Family","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121548906,23.663937,70.66047,2.1609185,2875.4055,0.009110708,1.4466001,17.255117,0.22008947,281.21512
"AB2_WF_1_bin.14","AB2_WF_1_bin.14",98.92,1.075,0.38,"Bacteria",27112,2620716,"binsBC",47.6722891566265,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__","N/A","N/A","N/A","N/A","N/A","GCA_022736595.1","95.0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__4572-112 sp022736595","85.28","0.788","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_020718275.1, s__4572-112 sp020718275, 95.0, 80.56, 0.127; GCA_015493685.1, s__4572-112 sp015493685, 95.0, 76.89, 0.065; GCA_023145955.1, s__4572-112 sp023145955, 95.0, 75.66, 0.035; GCA_003648395.1, s__4572-112 sp003648395, 95.0, 75.59, 0.045; GCA_002254285.1, s__4572-112 sp002254285, 95.0, 75.37, 0.048",97.06,11,"0.99148","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA1556","4572-112","","4572-112","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16460384,32.046154,164.03403,2.9202292,3885.7756,0.081402466,12.9251,37.27755,1.9505423,2492.2678
"AB2_WF_1_bin.15","AB2_WF_1_bin.15",80.86,1.829,0.371,"Bacteria",5098,1352244,"binsAC",28.582537999293,"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__","N/A","N/A","N/A","N/A","N/A","GCA_903892995.1","95.0","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp903892995","86.55","0.848","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_903885085.1, s__CAITKP01 sp903885085, 95.0, 80.82, 0.693; GCA_018824305.1, s__CAITKP01 sp018824305, 95.0, 78.8, 0.428; GCA_015489055.1, s__CAITKP01 sp015489055, 95.0, 75.77, 0.063",62.58,11,"0.98759","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","CAITKP01","","CAITKP01","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04124429,8.029709,13.593862,0.71947664,957.3645,0.042689923,6.7783146,11.968493,1.0095963,1289.9922
"AB2_WF_1_bin.18","AB2_WF_1_bin.18",93.45,0.459,0.611,"Xanthomonadaceae",22054,2984375,"binsBC",64.0507196710075,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__","N/A","N/A","N/A","N/A","N/A","GCA_002352135.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__Aquimonas sp002352135","90.63","0.663","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016718605.1, s__Aquimonas sp002068275, 95.0, 82.13, 0.649; GCA_014946745.1, s__Aquimonas sp014946745, 95.0, 77.79, 0.293; GCF_900101825.1, s__Aquimonas voraii, 95.0, 77.71, 0.294; GCA_022241605.1, s__Aquimonas sp022241605, 95.0, 77.44, 0.17",96.15,11,"0.98939","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Aquimonas","","Aquimonas","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.014165698,0.7998781,1.8059032,0.8152402,2248.8145,0,0,0,0,0,5.181292,298.29346,12060.667,25.615057,83609.914,4.7320104,273.26868,10233.462,22.35222,73366.14,0,0,0,0,0,0,0,0,0,0,0.140937,27.438538,162.93428,2.499258,3325.6143,0.016849345,2.6753423,15.722877,0.40433407,516.63007
"AB2_WF_1_bin.19","AB2_WF_1_bin.19",98.66,1.333,0.388,"Bacteria",52719,1268323,"binsA",42.2888984140591,"d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__Paracholeplasma;s__","N/A","N/A","N/A","N/A","N/A","GCA_002441525.1","95.0","d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__Paracholeplasma;s__Paracholeplasma sp002441525","92.83","0.777","d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__Paracholeplasma;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_023436805.1, s__Paracholeplasma sp023436805, 95.0, 84.8, 0.718; GCA_002423145.1, s__Paracholeplasma sp002423145, 95.0, 81.36, 0.485; GCF_016907055.1, s__Paracholeplasma morum, 95.0, 78.42, 0.262; GCA_927433595.1, s__Paracholeplasma sp927433595, 95.0, 78.15, 0.277",89,11,"0.9972","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Bacillota","Bacilli","Acholeplasmatales","UBA5453","Paracholeplasma","","Paracholeplasma","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07638511,14.871153,34.254196,1.3564192,1804.9066,0.05804656,9.216644,17.476597,1.3920473,1778.662
"AB2_WF_1_bin.2","AB2_WF_1_bin.2",86.16,1.549,0.33,"Flavobacteriaceae",19868,2112120,"binsAC",33.8014907806983,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2747695;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2747695;s__","ANI","classification based on placement in class-level tree","GCA_011391075.1, s__GCA-2747695 sp011391075, 95.0, 78.1, 0.311; GCA_020740485.1, s__GCA-2747695 sp020740485, 95.0, 78.01, 0.272; GCA_020854235.1, s__GCA-2747695 sp020854235, 95.0, 77.87, 0.284; GCA_002747695.1, s__GCA-2747695 sp002747695, 95.0, 76.98, 0.057; GCA_024763365.1, s__GCA-2747695 sp024763365, 95.0, 76.28, 0.055; GCA_024763245.1, s__GCA-2747695 sp024763245, 95.0, 76.16, 0.094; GCA_015662775.1, s__GCA-2747695 sp015662775, 95.0, 76.1, 0.086",96.21,11,"0.96078","N/A","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","GCA-2747695","","GCA-2747695","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179117,229.55821,4596.5845,20.868696,27768.73,0.43181592,68.56382,580.2341,10.321947,13188.669
"AB2_WF_1_bin.22","AB2_WF_1_bin.22",97.64,1.257,0.373,"Bacteria",25592,1215429,"binsBC",43.2609658839167,"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__","ANI","classification based on placement in class-level tree","GCA_013334325.1, s__UBA2212 sp013334325, 95.0, 78.37, 0.083; GCA_903847945.1, s__UBA2212 sp903847945, 95.0, 78.2, 0.02; GCA_903919545.1, s__UBA2212 sp903919545, 95.0, 77.93, 0.072; GCA_002402585.1, s__UBA2212 sp002402585, 95.0, 77.75, 0.08; GCA_009773735.1, s__UBA2212 sp009773735, 95.0, 77.44, 0.095; GCA_003543215.1, s__UBA2212 sp003543215, 95.0, 77.03, 0.046; GCA_021847325.1, s__UBA2212 sp021847325, 95.0, 76.56, 0.115",89.51,11,"0.9159","N/A","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","UBA2212","","UBA2212","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",1,"one Sequence","Bacteria;unclassified_Bacteria;","rdp","Bacteria","unclassified_Bacteria","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7743434,150.75426,3268.029,13.712869,18246.895,0.3762259,59.73722,2711.486,9.049239,11562.49
"AB2_WF_1_bin.24","AB2_WF_1_bin.24",98.9,0.806,0.463,"Bacteria",86556,2215498,"binsA",54.7619047619048,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",96.19,11,"0.89904","N/A","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","FEN-979","","","FEN-979","Family","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",1,"one Sequence","Bacteria;""Bacteroidetes"";unclassified_""Bacteroidetes"";","rdp","Bacteria","Bacteroidetes","unclassified_Bacteroidetes","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07823271,15.230857,39.75808,1.3901544,1849.7963,0.0541401,8.596375,17.601377,1.299469,1660.3715
"AB2_WF_1_bin.25","AB2_WF_1_bin.25",77.95,4.294,0.399,"Proteobacteria",2712,1264552,"binsC",14.724216093691,"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",68.52,11,"0.74369","N/A","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","UBA6016","","","UBA6016","Family","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395665,7.7030654,515.34296,0.69358975,922.9187,0.030022247,4.766938,268.35532,0.71485823,913.3964
"AB2_WF_1_bin.26","AB2_WF_1_bin.26",76.4,6.165,0.444,"Clostridiales",2437,3441350,"binsC",10.6629448709002,"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__PHAE01;s__","N/A","N/A","N/A","N/A","N/A","GCA_002840285.1","95.0","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__PHAE01;s__PHAE01 sp002840285","79.0","0.02","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__PHAE01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",57.12,11,"0.90189","Genome has more than 10.0% of markers with multiple hits","Bacteria","Bacillota_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","PHAE01","","PHAE01","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",5,"multiple hits multiple classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023869993,0.86744785,29.384037,2.0679653,5323.8145,0.68493074,36.908203,36596.117,46.445206,122524.72,0.7778634,43.922714,49806.336,41.876442,115514.85,0.6687799,34.68939,30599.742,45.782146,121148.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061860338,12.043376,758.7631,1.1001562,1463.9124,0.04025691,6.3920007,586.852,0.99264723,1268.3357
"AB2_WF_1_bin.3","AB2_WF_1_bin.3",83.84,0.986,0.507,"Bacteria",3589,1309181,"binsC",42.2155085599194,"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__","N/A","N/A","N/A","N/A","N/A","GCA_903847945.1","95.0","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__UBA2212 sp903847945","83.08","0.657","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA2212;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_009773735.1, s__UBA2212 sp009773735, 95.0, 77.38, 0.093; GCA_002402585.1, s__UBA2212 sp002402585, 95.0, 76.82, 0.034; GCA_013334325.1, s__UBA2212 sp013334325, 95.0, 76.76, 0.083; GCA_003543215.1, s__UBA2212 sp003543215, 95.0, 75.6, 0.01; GCA_903919545.1, s__UBA2212 sp903919545, 95.0, 75.49, 0.083; GCA_021847325.1, s__UBA2212 sp021847325, 95.0, 74.58, 0.01",74.4,11,"0.98701","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","UBA2212","","UBA2212","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0.007217324,0.26228127,0.5474315,0.6220851,1601.5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034309175,6.679535,11.163157,0.59141237,786.957,0.025339667,4.0234375,6.8605084,0.5941778,759.19904
"AB2_WF_1_bin.4","AB2_WF_1_bin.4",89.31,5.693,0.51,"Gammaproteobacteria",3187,2989189,"binsC",13.343792021515,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix unzii","GCF_017901175.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix unzii","96.15","0.907","GCF_017901175.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix unzii","96.15","0.907","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_017901155.1, s__Thiothrix anitrata, 95.0, 90.14, 0.835; GCF_016772315.1, s__Thiothrix subterranea, 95.0, 82.57, 0.572; GCF_900107695.1, s__Thiothrix caldifontis, 95.0, 82.31, 0.505; GCF_021650935.1, s__Thiothrix winogradskyi, 95.0, 82.22, 0.548; GCF_017349355.1, s__Thiothrix fructosivorans, 95.0, 81.81, 0.543; GCA_022828425.1, s__Thiothrix sulfatifontis, 95.0, 81.65, 0.505; GCF_000621325.1, s__Thiothrix lacustris, 95.0, 79.98, 0.438; GCF_017901135.1, s__Thiothrix litoralis, 95.0, 79.81, 0.45; GCA_002425225.1, s__Thiothrix moscowensis, 95.0, 79.64, 0.423; GCA_018822845.1, s__Thiothrix sp018822845, 95.0, 78.97, 0.368; GCF_000260135.1, s__Thiothrix nivea, 95.0, 78.0, 0.342; GCA_013693955.1, s__Thiothrix singaporensis, 95.0, 77.76, 0.225",73.76,11,"N/A","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","Thiothrix unzii","Thiothrix unzii","Species","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",1,"one Sequence","Bacteria;""Proteobacteria"";Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;","rdp","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055509746,3.1957655,91.56193,0.27280667,890.46606,0.08606938,4.9704175,89.50234,0.40150902,1317.8635,0,0,0,0,0,0,0,0,0,0,0.038392153,7.474436,224.24211,0.6653234,885.30597,0,0,0,0,0
"AB2_WF_1_bin.5","AB2_WF_1_bin.5",90.25,1.935,0.501,"Deltaproteobacteria",31227,5779619,"binsBC",30.7495741056218,"d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",89.61,11,"0.6976","N/A","Bacteria","Myxococcota","UBA727","UBA727","","","","UBA727","Order","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007473503,0.4302589,58.325485,0.037941825,123.84567,0.00637019,0.36787188,44.238937,0.030806826,101.11644,0,0,0,0,0,0,0,0,0,0,0.06414118,12.487424,76.85327,1.1364921,1512.2627,0.009464917,1.5028414,5.496853,0.22722264,290.32922
"AB2_WF_1_bin.6","AB2_WF_1_bin.6",94.15,0.819,0.376,"Bacteria",38337,1628267,"binsA",51.7592083562397,"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__BN30871;s__","N/A","N/A","N/A","N/A","N/A","GCA_002424475.1","95.0","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__BN30871;s__BN30871 sp002424475","84.75","0.736","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__BN30871;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016937075.1, s__BN30871 sp016937075, 95.0, 85.34, 0.777; GCA_002483605.1, s__BN30871 sp002483605, 95.0, 83.84, 0.737; GCA_020721775.1, s__BN30871 sp020721775, 95.0, 78.57, 0.374; GCA_001493195.1, s__BN30871 sp001493195, 95.0, 78.37, 0.287; GCA_020721345.1, s__BN30871 sp020721345, 95.0, 78.29, 0.339; GCA_022736375.1, s__BN30871 sp022736375, 95.0, 77.69, 0.165; GCA_002412865.1, s__BN30871 sp002412865, 95.0, 77.59, 0.179; GCA_011372825.1, s__BN30871 sp011372825, 95.0, 77.24, 0.148; GCA_016937775.1, s__BN30871 sp016937775, 95.0, 76.66, 0.142",87.21,11,"0.98486","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","BN30871","","BN30871","Genus","AB2_WF_1","AB2_WF_1","air bell 2 Water Filter","air bell 2","Water","air bell 2 Water","air bell 2 water","Water",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08348267,16.252953,1260.7972,1.4996257,1995.4626,0.058349956,9.264818,595.5104,1.4198384,1814.1711
